index,sim,tem,mass,n,occ,x,y,T
499,167,20,31,26,3,10.185,3.8,27.5006086771951
500,167,20,31,26,3,13.175,5.8,27.3560489665483
501,168,15,9,28,3,7.185,5.8,27.45243155279
502,168,15,9,28,3,10.185,3.8,27.3234257496047
503,168,15,9,28,3,13.175,5.8,27.1913352242247
504,169,20,11,27,3,7.185,5.8,26.2980286801233
505,169,20,11,27,3,10.185,3.8,26.2005845333364
506,169,20,11,27,3,13.175,5.8,26.2204830141694
507,170,19,3,24,3,7.185,5.8,23.1796247782236
508,170,19,3,24,3,10.185,3.8,22.8479576961819
509,170,19,3,24,3,13.175,5.8,22.9456896072814
510,171,14,26,25,3,7.185,5.8,25.9463118600708
511,171,14,26,25,3,10.185,3.8,26.1881144872946
512,171,14,26,25,3,13.175,5.8,26.0727700014274
513,172,21,11,24,3,7.185,5.8,23.6461699611635
514,172,21,11,24,3,10.185,3.8,23.578191984038
515,172,21,11,24,3,13.175,5.8,23.6126413733387
516,173,18,14,22,3,7.185,5.8,22.2069499710521
517,173,18,14,22,3,10.185,3.8,22.5516844628502
518,173,18,14,22,3,13.175,5.8,22.3649523494393
519,174,22,11,23,3,7.185,5.8,22.6149275401955
520,174,22,11,23,3,10.185,3.8,22.6910327214161
521,174,22,11,23,3,13.175,5.8,22.7171053599211
522,175,22,3,26,3,7.185,5.8,24.3553226639839
523,175,22,3,26,3,10.185,3.8,24.3394727572626
524,175,22,3,26,3,13.175,5.8,24.2924694775722
525,176,22,20,25,3,7.185,5.8,25.2961356802496
526,176,22,20,25,3,10.185,3.8,25.6489718665012
527,176,22,20,25,3,13.175,5.8,25.3947927294223
528,177,15,11,27,3,7.185,5.8,26.5575746238279
529,177,15,11,27,3,10.185,3.8,26.5369518637095
530,177,15,11,27,3,13.175,5.8,26.4898139525787
531,178,16,1,28,3,7.185,5.8,26.3437463434194
532,178,16,1,28,3,10.185,3.8,26.338771219869
533,178,16,1,28,3,13.175,5.8,26.2740716522331
534,179,16,9,20,3,7.185,5.8,20.1518368811322
535,179,16,9,20,3,10.185,3.8,20.3739810558797
536,179,16,9,20,3,13.175,5.8,20.2575290170351
537,180,18,7,26,3,7.185,5.8,25.2626967608676
538,180,18,7,26,3,10.185,3.8,25.1155218102442
539,180,18,7,26,3,13.175,5.8,24.9743412442118
540,181,12,17,23,3,7.185,5.8,23.5847761331639
541,181,12,17,23,3,10.185,3.8,23.8614343050843
542,181,12,17,23,3,13.175,5.8,23.7744651857689
543,182,21,30,21,3,7.185,5.8,22.7740130541715
544,182,21,30,21,3,10.185,3.8,22.9387683482122
545,182,21,30,21,3,13.175,5.8,22.8252908616732
546,183,20,31,25,3,7.185,5.8,26.4020902952732
547,183,20,31,25,3,10.185,3.8,26.6066461376496
548,183,20,31,25,3,13.175,5.8,26.4570477746399
549,184,14,29,21,3,7.185,5.8,22.5080468705765
550,184,14,29,21,3,10.185,3.8,22.6963848571394
551,184,14,29,21,3,13.175,5.8,22.5411859166967
552,185,24,3,21,3,7.185,5.8,20.0650447764482
553,185,24,3,21,3,10.185,3.8,19.9488473376521
554,185,24,3,21,3,13.175,5.8,19.9561358150116
555,186,12,5,22,3,7.185,5.8,21.8780434848352
556,186,12,5,22,3,10.185,3.8,21.9915205404137
557,186,12,5,22,3,13.175,5.8,21.924917729956
558,187,25,3,21,3,7.185,5.8,19.9818773623717
559,187,25,3,21,3,10.185,3.8,19.6807502538939
560,187,25,3,21,3,13.175,5.8,19.9162431048701
561,188,16,7,28,3,7.185,5.8,27.3009469653316
562,188,16,7,28,3,10.185,3.8,27.00659853161
563,188,16,7,28,3,13.175,5.8,26.9536541017703
564,189,15,24,26,3,7.185,5.8,26.7171158392122
565,189,15,24,26,3,10.185,3.8,26.9711609477441
566,189,15,24,26,3,13.175,5.8,26.8231968113872
567,190,22,3,20,3,7.185,5.8,19.3302565958988
568,190,22,3,20,3,10.185,3.8,19.2693969640737
569,190,22,3,20,3,13.175,5.8,19.2302808657202
570,191,12,9,23,3,7.185,5.8,23.0478921578909
571,191,12,9,23,3,10.185,3.8,23.0568436980516
572,191,12,9,23,3,13.175,5.8,23.0794972556694
573,192,12,15,20,3,7.185,5.8,20.7398156519184
574,192,12,15,20,3,10.185,3.8,21.0234086634004
575,192,12,15,20,3,13.175,5.8,20.9271085288201
576,193,14,5,21,3,7.185,5.8,20.9063542199422
577,193,14,5,21,3,10.185,3.8,20.9429190141999
578,193,14,5,21,3,13.175,5.8,20.8658941676356
579,194,13,14,27,3,7.185,5.8,26.9759586374093
580,194,13,14,27,3,10.185,3.8,27.0549343724754
581,194,13,14,27,3,13.175,5.8,26.9831340370943
582,195,11,8,23,3,7.185,5.8,23.0937972776601
583,195,11,8,23,3,10.185,3.8,23.1767696344247
584,195,11,8,23,3,13.175,5.8,23.1450796756077
585,196,14,26,22,3,7.185,5.8,23.2363973891981
586,196,14,26,22,3,10.185,3.8,23.4616836857756
587,196,14,26,22,3,13.175,5.8,23.3367074722243
588,197,25,7,22,3,7.185,5.8,21.3213978745556
589,197,25,7,22,3,10.185,3.8,21.1408559862357
590,197,25,7,22,3,13.175,5.8,21.2195543409793
591,198,16,23,28,3,7.185,5.8,28.3704652615071
592,198,16,23,28,3,10.185,3.8,28.6830066432878
593,198,16,23,28,3,13.175,5.8,28.4840589636379
594,199,20,3,25,3,7.185,5.8,24.0083412269213
595,199,20,3,25,3,10.185,3.8,23.6303026875923
596,199,20,3,25,3,13.175,5.8,23.5928470105081
597,200,12,9,21,3,7.185,5.8,21.19804817505
598,200,12,9,21,3,10.185,3.8,21.4661247469585
599,200,12,9,21,3,13.175,5.8,21.386841522599
600,201,27,7,20,3,7.185,5.8,19.5183654779807
601,201,27,7,20,3,10.185,3.8,19.4235887199322
602,201,27,7,20,3,13.175,5.8,19.4791222287989
603,202,18,5,21,3,7.185,5.8,20.6955934280908
604,202,18,5,21,3,10.185,3.8,20.6597912662514
605,202,18,5,21,3,13.175,5.8,20.6092594142867
606,203,15,11,22,3,7.185,5.8,22.0725178500527
607,203,15,11,22,3,10.185,3.8,22.3666252221113
608,203,15,11,22,3,13.175,5.8,22.2532818598186
609,204,17,31,26,3,7.185,5.8,27.2430295368703
610,204,17,31,26,3,10.185,3.8,27.4491868037892
611,204,17,31,26,3,13.175,5.8,27.3014277928216
612,205,19,15,27,3,7.185,5.8,26.612200471811
613,205,19,15,27,3,10.185,3.8,26.7144626189971
614,205,19,15,27,3,13.175,5.8,26.7257544864448
615,206,21,5,28,3,7.185,5.8,26.5514737365166
616,206,21,5,28,3,10.185,3.8,26.3577796444918
617,206,21,5,28,3,13.175,5.8,26.3318352362555
618,207,16,27,24,3,7.185,5.8,25.1298568902989
619,207,16,27,24,3,10.185,3.8,25.3616822288495
620,207,16,27,24,3,13.175,5.8,25.2397407889599
621,208,21,20,21,3,7.185,5.8,21.8912252468515
622,208,21,20,21,3,10.185,3.8,22.1935211172921
623,208,21,20,21,3,13.175,5.8,22.0177471583007
624,209,17,8,20,3,7.185,5.8,20.0479938354047
625,209,17,8,20,3,10.185,3.8,20.2052096766815
626,209,17,8,20,3,13.175,5.8,20.1095426596157
627,210,18,21,20,3,7.185,5.8,21.0799487938575
628,210,18,21,20,3,10.185,3.8,21.3489896166632
629,210,18,21,20,3,13.175,5.8,21.2308851027481
630,211,21,1,21,3,7.185,5.8,20.137886412015
631,211,21,1,21,3,10.185,3.8,19.9694538597584
632,211,21,1,21,3,13.175,5.8,19.9255594164704
633,212,17,9,23,3,7.185,5.8,22.829185148797
634,212,17,9,23,3,10.185,3.8,22.8543731851318
635,212,17,9,23,3,13.175,5.8,22.7990407881748
636,213,22,23,26,3,7.185,5.8,26.5362048488847
637,213,22,23,26,3,10.185,3.8,26.8261591062442
638,213,22,23,26,3,13.175,5.8,26.6097119209745
639,214,23,2,27,3,7.185,5.8,25.0441908968494
640,214,23,2,27,3,10.185,3.8,24.7677985130974
641,214,23,2,27,3,13.175,5.8,24.8894081500554
642,215,15,19,27,3,7.185,5.8,27.1555035327011
643,215,15,19,27,3,10.185,3.8,27.4584695772326
644,215,15,19,27,3,13.175,5.8,27.3254153104777
645,216,13,24,21,3,7.185,5.8,22.1859895477625
646,216,13,24,21,3,10.185,3.8,22.421926869598
647,216,13,24,21,3,13.175,5.8,22.3102825859602
648,217,13,13,26,3,7.185,5.8,25.9648274261569
649,217,13,13,26,3,10.185,3.8,26.1064686410676
650,217,13,13,26,3,13.175,5.8,26.0326402853037
651,218,19,25,28,3,7.185,5.8,28.5158003982098
652,218,19,25,28,3,10.185,3.8,28.7851952860165
653,218,19,25,28,3,13.175,5.8,28.5933068278214
654,219,17,28,28,3,7.185,5.8,28.7868778392321
655,219,17,28,28,3,10.185,3.8,29.0218510629198
656,219,17,28,28,3,13.175,5.8,28.9057078034313
657,220,16,31,25,3,7.185,5.8,26.325493095633
658,220,16,31,25,3,10.185,3.8,26.519306584471
659,220,16,31,25,3,13.175,5.8,26.3710608344121
660,221,16,25,26,3,7.185,5.8,26.7802112555019
661,221,16,25,26,3,10.185,3.8,27.0297823871648
662,221,16,25,26,3,13.175,5.8,26.883577510786
663,222,20,24,26,3,7.185,5.8,26.6917020420127
664,222,20,24,26,3,10.185,3.8,26.9324374393678
665,222,20,24,26,3,13.175,5.8,26.7612539966506
666,223,20,2,23,3,7.185,5.8,22.0525460383303
667,223,20,2,23,3,10.185,3.8,21.8441839181249
668,223,20,2,23,3,13.175,5.8,21.83919494947
669,224,16,15,27,3,7.185,5.8,26.8137960907798
670,224,16,15,27,3,10.185,3.8,26.9713783321463
671,224,16,15,27,3,13.175,5.8,26.8841882983613
672,225,14,19,26,3,7.185,5.8,26.3168197238509
673,225,14,19,26,3,10.185,3.8,26.6152729236094
674,225,14,19,26,3,13.175,5.8,26.4845453159696
675,226,18,11,24,3,7.185,5.8,23.7688573399949
676,226,18,11,24,3,10.185,3.8,23.9001589062839
677,226,18,11,24,3,13.175,5.8,23.8000115231356
678,227,20,22,20,3,7.185,5.8,21.1714652513691
679,227,20,22,20,3,10.185,3.8,21.4335651386894
680,227,20,22,20,3,13.175,5.8,21.3267837265042
681,228,21,24,28,3,7.185,5.8,28.3615248676846
682,228,21,24,28,3,10.185,3.8,28.6643924897657
683,228,21,24,28,3,13.175,5.8,28.4342160169253
684,229,18,16,28,3,7.185,5.8,27.6878529313628
685,229,18,16,28,3,10.185,3.8,27.7125858767222
686,229,18,16,28,3,13.175,5.8,27.7370467112211
687,230,16,3,28,3,7.185,5.8,26.3671275908065
688,230,16,3,28,3,10.185,3.8,26.4393261834554
689,230,16,3,28,3,13.175,5.8,25.9424214794515
690,231,14,10,26,3,7.185,5.8,25.756818077414
691,231,14,10,26,3,10.185,3.8,25.6794399819678
692,231,14,10,26,3,13.175,5.8,25.2416706815678
693,232,18,10,27,3,7.185,5.8,26.4087999560074
694,232,18,10,27,3,10.185,3.8,26.2392126747644
695,232,18,10,27,3,13.175,5.8,26.2364205626803
696,233,16,24,24,3,7.185,5.8,24.9023395462149
697,233,16,24,24,3,10.185,3.8,25.1542280554999
698,233,16,24,24,3,13.175,5.8,25.0260786276893
699,234,16,22,22,3,7.185,5.8,22.9553367945591
700,234,16,22,22,3,10.185,3.8,23.2209921772875
701,234,16,22,22,3,13.175,5.8,23.0979356128192
702,235,17,3,24,3,7.185,5.8,23.4068250640265
703,235,17,3,24,3,10.185,3.8,23.0200730591462
704,235,17,3,24,3,13.175,5.8,22.922594131315
705,236,20,5,22,3,7.185,5.8,21.4701419477598
706,236,20,5,22,3,10.185,3.8,21.3402365720031
707,236,20,5,22,3,13.175,5.8,21.2931286056327
708,237,14,3,26,3,7.185,5.8,25.0394950495341
709,237,14,3,26,3,10.185,3.8,25.1446752107987
710,237,14,3,26,3,13.175,5.8,25.0330680762914
711,238,22,29,24,3,7.185,5.8,25.3681599395671
712,238,22,29,24,3,10.185,3.8,25.5972063242697
713,238,22,29,24,3,13.175,5.8,25.4539184128578
714,239,18,24,22,3,7.185,5.8,23.1121678847705
715,239,18,24,22,3,10.185,3.8,23.3649996623722
716,239,18,24,22,3,13.175,5.8,23.2486867874852
717,240,11,15,27,3,7.185,5.8,27.0478015456442
718,240,11,15,27,3,10.185,3.8,27.2953135737928
719,240,11,15,27,3,13.175,5.8,27.2136285439
720,241,17,22,21,3,7.185,5.8,22.0529268139912
721,241,17,22,21,3,10.185,3.8,22.3083411694909
722,241,17,22,21,3,13.175,5.8,22.2005558127797
723,242,22,28,21,3,7.185,5.8,22.6255818619243
724,242,22,28,21,3,10.185,3.8,22.8427533744019
725,242,22,28,21,3,13.175,5.8,22.6927663952602
726,243,19,30,26,3,7.185,5.8,27.1869690596598
727,243,19,30,26,3,10.185,3.8,27.4092761191118
728,243,19,30,26,3,13.175,5.8,27.2719232684652
729,244,20,29,25,3,7.185,5.8,26.2256656864728
730,244,20,29,25,3,10.185,3.8,26.4592802825969
731,244,20,29,25,3,13.175,5.8,26.3201829860874
732,245,17,15,23,3,7.185,5.8,23.2188636309805
733,245,17,15,23,3,10.185,3.8,23.5495194401476
734,245,17,15,23,3,13.175,5.8,23.3710332159434
735,246,14,3,28,3,7.185,5.8,26.8732590202746
736,246,14,3,28,3,10.185,3.8,26.891105265659
737,246,14,3,28,3,13.175,5.8,26.2230552240647
738,247,26,7,21,3,7.185,5.8,20.4098380318856
739,247,26,7,21,3,10.185,3.8,20.2774362808983
740,247,26,7,21,3,13.175,5.8,20.3343237059714
741,248,16,10,20,3,7.185,5.8,20.2325317738554
742,248,16,10,20,3,10.185,3.8,20.4677154838143
743,248,16,10,20,3,13.175,5.8,20.3512056822247
744,249,22,29,21,3,7.185,5.8,22.7150498706719
745,249,22,29,21,3,10.185,3.8,22.9096426361442
746,249,22,29,21,3,13.175,5.8,22.7782876296896
747,250,22,10,21,3,7.185,5.8,20.7768739297575
748,250,22,10,21,3,10.185,3.8,20.8986677781626
749,250,22,10,21,3,13.175,5.8,20.9067030979555
750,251,15,9,21,3,7.185,5.8,21.0268572077366
751,251,15,9,21,3,10.185,3.8,21.304371819944
752,251,15,9,21,3,13.175,5.8,21.1923210971225
753,252,16,16,28,3,7.185,5.8,27.7430871356916
754,252,16,16,28,3,10.185,3.8,27.9720812742311
755,252,16,16,28,3,13.175,5.8,27.8715563025704
756,253,16,7,21,3,7.185,5.8,20.8257677434269
757,253,16,7,21,3,10.185,3.8,21.0326445174659
758,253,16,7,21,3,13.175,5.8,20.9337211341859
759,254,13,20,23,3,7.185,5.8,23.7613390365192
760,254,13,20,23,3,10.185,3.8,24.0319403209506
761,254,13,20,23,3,13.175,5.8,23.9081796214419
762,255,20,8,23,3,7.185,5.8,22.5663538016385
763,255,20,8,23,3,10.185,3.8,22.6036569318323
764,255,20,8,23,3,13.175,5.8,22.4897439636922
765,256,18,24,23,3,7.185,5.8,24.0008347430932
766,256,18,24,23,3,10.185,3.8,24.2575633715842
767,256,18,24,23,3,13.175,5.8,24.1468411582159
768,257,21,19,22,3,7.185,5.8,22.6845498168686
769,257,21,19,22,3,10.185,3.8,22.9674182383739
770,257,21,19,22,3,13.175,5.8,22.7551449782722
771,258,11,6,25,3,7.185,5.8,24.8299680473222
772,258,11,6,25,3,10.185,3.8,24.5054469779626
773,258,11,6,25,3,13.175,5.8,24.3728817321927
774,259,12,5,20,3,7.185,5.8,20.0454807855876
775,259,12,5,20,3,10.185,3.8,20.1663762552553
776,259,12,5,20,3,13.175,5.8,20.0874454865105
777,260,13,2,20,3,7.185,5.8,19.7453020812471
778,260,13,2,20,3,10.185,3.8,19.8174548546248
779,260,13,2,20,3,13.175,5.8,19.7377780257214
780,261,18,14,28,3,7.185,5.8,27.4328843688925
781,261,18,14,28,3,10.185,3.8,27.5168852360215
782,261,18,14,28,3,13.175,5.8,27.5621189055163
783,262,14,21,25,3,7.185,5.8,25.6348541751626
784,262,14,21,25,3,10.185,3.8,25.8958019080076
785,262,14,21,25,3,13.175,5.8,25.748718993688
786,263,20,11,25,3,7.185,5.8,24.5595182407775
787,263,20,11,25,3,10.185,3.8,24.4971032528799
788,263,20,11,25,3,13.175,5.8,24.5109112039979
789,264,13,9,25,3,7.185,5.8,24.8531009959281
790,264,13,9,25,3,10.185,3.8,24.8805507037665
791,264,13,9,25,3,13.175,5.8,24.8046227424551
792,265,19,3,21,3,7.185,5.8,20.4678273765616
793,265,19,3,21,3,10.185,3.8,20.3733888932014
794,265,19,3,21,3,13.175,5.8,20.326670430429
795,266,16,23,24,3,7.185,5.8,24.8338680013991
796,266,16,23,24,3,10.185,3.8,25.100067722638
797,266,16,23,24,3,13.175,5.8,24.9486750434
798,267,13,16,23,3,7.185,5.8,23.4592401652587
799,267,13,16,23,3,10.185,3.8,23.7527356043534
800,267,13,16,23,3,13.175,5.8,23.6448312802504
801,268,21,21,26,3,7.185,5.8,26.2935236968046
802,268,21,21,26,3,10.185,3.8,26.6449562681013
803,268,21,21,26,3,13.175,5.8,26.3876611205892
804,269,17,26,28,3,7.185,5.8,28.6422364159416
805,269,17,26,28,3,10.185,3.8,28.884979955736
806,269,17,26,28,3,13.175,5.8,28.7280429165289
807,270,20,1,28,3,7.185,5.8,26.033645144635
808,270,20,1,28,3,10.185,3.8,26.0312360325436
809,270,20,1,28,3,13.175,5.8,25.9241404954029
810,271,12,6,22,3,7.185,5.8,21.9626277034349
811,271,12,6,22,3,10.185,3.8,22.0894900633112
812,271,12,6,22,3,13.175,5.8,22.0285456514848
813,272,21,23,23,3,7.185,5.8,23.9199065232564
814,272,21,23,23,3,10.185,3.8,24.2009979221369
815,272,21,23,23,3,13.175,5.8,24.0864494139382
816,273,19,12,21,3,7.185,5.8,21.1290882724945
817,273,19,12,21,3,10.185,3.8,21.3686078030526
818,273,19,12,21,3,13.175,5.8,21.2806741042485
819,274,15,21,28,3,7.185,5.8,28.2149739561375
820,274,15,21,28,3,10.185,3.8,28.5236783933178
821,274,15,21,28,3,13.175,5.8,28.3651558065225
822,275,16,19,23,3,7.185,5.8,23.6492005024733
823,275,16,19,23,3,10.185,3.8,23.9342910130313
824,275,16,19,23,3,13.175,5.8,23.751629041528
825,276,14,20,28,3,7.185,5.8,28.1588598991589
826,276,14,20,28,3,10.185,3.8,28.447219332625
827,276,14,20,28,3,13.175,5.8,28.3298391889423
828,277,20,15,27,3,7.185,5.8,26.633755377132
829,277,20,15,27,3,10.185,3.8,26.653736761615
830,277,20,15,27,3,13.175,5.8,26.6609045455068
831,278,17,17,21,3,7.185,5.8,21.6900564559985
832,278,17,17,21,3,10.185,3.8,21.986511737165
833,278,17,17,21,3,13.175,5.8,21.7914840631282
834,279,22,11,24,3,7.185,5.8,23.5789769016325
835,279,22,11,24,3,10.185,3.8,23.5027177763735
836,279,22,11,24,3,13.175,5.8,23.5617804484525
837,280,13,25,27,3,7.185,5.8,27.7062266251182
838,280,13,25,27,3,10.185,3.8,27.9531352394843
839,280,13,25,27,3,13.175,5.8,27.8284221870865
840,281,15,23,20,3,7.185,5.8,21.2271645621266
841,281,15,23,20,3,10.185,3.8,21.4710388427022
842,281,15,23,20,3,13.175,5.8,21.3524521990216
843,282,19,6,22,3,7.185,5.8,21.6131363897903
844,282,19,6,22,3,10.185,3.8,21.5386704698942
845,282,19,6,22,3,13.175,5.8,21.4824974944447
846,283,17,6,20,3,7.185,5.8,19.9121318910618
847,283,17,6,20,3,10.185,3.8,19.9592580028149
848,283,17,6,20,3,13.175,5.8,19.9075707813325
849,284,17,8,23,3,7.185,5.8,22.7850321969007
850,284,17,8,23,3,10.185,3.8,22.7719839933872
851,284,17,8,23,3,13.175,5.8,22.6772219548529
852,285,16,4,25,3,7.185,5.8,24.3875567444267
853,285,16,4,25,3,10.185,3.8,23.7151947269343
854,285,16,4,25,3,13.175,5.8,23.8848420234827
855,286,13,26,25,3,7.185,5.8,25.9476229829186
856,286,13,26,25,3,10.185,3.8,26.1872946952541
857,286,13,26,25,3,13.175,5.8,26.0659874182306
858,287,15,23,21,3,7.185,5.8,22.1298125678059
859,287,15,23,21,3,10.185,3.8,22.3769619520988
860,287,15,23,21,3,13.175,5.8,22.266838969851
861,288,20,28,25,3,7.185,5.8,26.1320666245675
862,288,20,28,25,3,10.185,3.8,26.3813374026
863,288,20,28,25,3,13.175,5.8,26.2624496854293
864,289,19,13,25,3,7.185,5.8,24.7060377684914
865,289,19,13,25,3,10.185,3.8,24.7978848915979
866,289,19,13,25,3,13.175,5.8,24.7993191575964
867,290,16,14,26,3,7.185,5.8,25.874298621463
868,290,16,14,26,3,10.185,3.8,26.0350601841728
869,290,16,14,26,3,13.175,5.8,25.9539597278807
870,291,20,7,26,3,7.185,5.8,25.1374914082895
871,291,20,7,26,3,10.185,3.8,24.8475558521
872,291,20,7,26,3,13.175,5.8,24.9355573771958
873,292,15,2,24,3,7.185,5.8,23.471032520449
874,292,15,2,24,3,10.185,3.8,22.8433764878873
875,292,15,2,24,3,13.175,5.8,22.9935010257246
876,293,21,29,24,3,7.185,5.8,25.3537235591369
877,293,21,29,24,3,10.185,3.8,25.5841627408482
878,293,21,29,24,3,13.175,5.8,25.4306626082076
879,294,27,4,27,3,7.185,5.8,24.9432417481343
880,294,27,4,27,3,10.185,3.8,24.6496501895266
881,294,27,4,27,3,13.175,5.8,24.933725505537
882,295,13,6,25,3,7.185,5.8,24.7166972651808
883,295,13,6,25,3,10.185,3.8,24.6146636419389
884,295,13,6,25,3,13.175,5.8,24.477044883035
885,296,23,9,22,3,7.185,5.8,21.5727413998126
886,296,23,9,22,3,10.185,3.8,21.4904181096341
887,296,23,9,22,3,13.175,5.8,21.5611599115542
888,297,17,7,23,3,7.185,5.8,22.7179727413456
889,297,17,7,23,3,10.185,3.8,22.6001281075792
890,297,17,7,23,3,13.175,5.8,22.6121094087769
891,298,19,18,20,3,7.185,5.8,20.8573052083569
892,298,19,18,20,3,10.185,3.8,21.1373018073095
893,298,19,18,20,3,13.175,5.8,20.9490160705943
894,299,19,15,24,3,7.185,5.8,24.0198285482433
895,299,19,15,24,3,10.185,3.8,24.2483816162567
896,299,19,15,24,3,13.175,5.8,24.1672403323705
897,300,15,31,28,3,7.185,5.8,29.0110982743394
898,300,15,31,28,3,10.185,3.8,29.2204967203779
899,300,15,31,28,3,13.175,5.8,29.1043597218353
900,301,12,1,25,3,7.185,5.8,24.1750233474596
901,301,12,1,25,3,10.185,3.8,23.8809628373923
902,301,12,1,25,3,13.175,5.8,23.5804015940237
903,302,16,25,25,3,7.185,5.8,25.8744238791865
904,302,16,25,25,3,10.185,3.8,26.1234117993321
905,302,16,25,25,3,13.175,5.8,25.995756870345
906,303,15,2,21,3,7.185,5.8,20.6609777490818
907,303,15,2,21,3,10.185,3.8,20.5551148159871
908,303,15,2,21,3,13.175,5.8,20.4986663830401
909,304,22,15,26,3,7.185,5.8,25.6031864260001
910,304,22,15,26,3,10.185,3.8,25.6882270542027
911,304,22,15,26,3,13.175,5.8,25.6952660084945
912,305,22,30,25,3,7.185,5.8,26.3423245535844
913,305,22,30,25,3,10.185,3.8,26.569550861414
914,305,22,30,25,3,13.175,5.8,26.4258145653503
915,306,17,29,27,3,7.185,5.8,27.9707629356617
916,306,17,29,27,3,10.185,3.8,28.2012298232378
917,306,17,29,27,3,13.175,5.8,28.0872904527791
918,307,24,1,23,3,7.185,5.8,21.4895147923623
919,307,24,1,23,3,10.185,3.8,21.117332492938
920,307,24,1,23,3,13.175,5.8,21.3694187749164
921,308,14,20,25,3,7.185,5.8,25.5366289567121
922,308,14,20,25,3,10.185,3.8,25.8258120835276
923,308,14,20,25,3,13.175,5.8,25.6758800955787
924,309,17,11,28,3,7.185,5.8,27.4288920392404
925,309,17,11,28,3,10.185,3.8,27.2408183601455
926,309,17,11,28,3,13.175,5.8,27.3007988991827
927,310,13,12,27,3,7.185,5.8,26.8367799910354
928,310,13,12,27,3,10.185,3.8,26.8657455641955
929,310,13,12,27,3,13.175,5.8,26.8154321380518
930,311,21,1,20,3,7.185,5.8,19.2628455059727
931,311,21,1,20,3,10.185,3.8,19.0444137712163
932,311,21,1,20,3,13.175,5.8,19.0186820584534
933,312,21,17,23,3,7.185,5.8,23.2838192224003
934,312,21,17,23,3,10.185,3.8,23.6486381524318
935,312,21,17,23,3,13.175,5.8,23.393679052944
936,313,19,30,22,3,7.185,5.8,23.6159433487902
937,313,19,30,22,3,10.185,3.8,23.8113769507054
938,313,19,30,22,3,13.175,5.8,23.6673159273419
939,314,17,9,21,3,7.185,5.8,21.0128494348055
940,314,17,9,21,3,10.185,3.8,21.1765190195029
941,314,17,9,21,3,13.175,5.8,21.0733255508362
942,315,20,24,27,3,7.185,5.8,27.535369697965
943,315,20,24,27,3,10.185,3.8,27.8047210875037
944,315,20,24,27,3,13.175,5.8,27.610643490835
945,316,22,11,25,3,7.185,5.8,24.4290313841736
946,316,22,11,25,3,10.185,3.8,24.3906693027682
947,316,22,11,25,3,13.175,5.8,24.418314632542
948,317,26,8,24,3,7.185,5.8,23.0283278590858
949,317,26,8,24,3,10.185,3.8,22.9441308044046
950,317,26,8,24,3,13.175,5.8,23.0360858134702
951,318,16,11,21,3,7.185,5.8,21.201995348115
952,318,16,11,21,3,10.185,3.8,21.4355315771972
953,318,16,11,21,3,13.175,5.8,21.3174309498925
954,319,14,22,20,3,7.185,5.8,21.1525355340551
955,319,14,22,20,3,10.185,3.8,21.4029986489321
956,319,14,22,20,3,13.175,5.8,21.2936911722472
957,320,15,27,28,3,7.185,5.8,28.7247856981405
958,320,15,27,28,3,10.185,3.8,28.960192874179
959,320,15,27,28,3,13.175,5.8,28.8307739537922
960,321,27,9,21,3,7.185,5.8,20.5995841026487
961,321,27,9,21,3,10.185,3.8,20.5390478587344
962,321,27,9,21,3,13.175,5.8,20.5791955322086
963,322,17,30,22,3,7.185,5.8,23.5609514286022
